nama_fasilitas ,penanggung_jawab,bulan,jumlah
Lapangan Basket GOR Soemantri Brodjonegoro,Suku Dinas Jakarta Selatan,11,15308
Lapangan Bulutangkis GOR Soemantri Brodjonegoro,Suku Dinas Jakarta Selatan,11,6365
Lapangan Voli GOR Soemantri Brodjonegoro,Suku Dinas Jakarta Selatan,11,5893
Fitness Center GOR Soemantri Brodjonegoro,Suku Dinas Jakarta Selatan,11,2144
Kolam Renang GOR Soemantri Brodjonegoro,Suku Dinas Jakarta Selatan,11,15008
Stadion GOR Soemantri Brodjonegoro,Suku Dinas Jakarta Selatan,11,25389
Lapangan Sepakbola Dalam GOR Soemantri Brodjonegoro,Suku Dinas Jakarta Selatan,11,16388
Lapangan Sepakbola Luar GOR Soemantri Brodjonegoro,Suku Dinas Jakarta Selatan,11,2160
Plaza GOR Soemantri Brodjonegoro,Suku Dinas Jakarta Selatan,11,12100
Lapangan Sepakbola Blok S Kebayoran Baru,Suku Dinas Jakarta Selatan,11,15350
Lapangan Sepakbola Ahmad Yani Kebayoran Lama,Suku Dinas Jakarta Selatan,11,3499
Lapangan Sepakbola Kebagusan Pasar Minggu,Suku Dinas Jakarta Selatan,11,2375
Lapangan Sepakbola Deppen Pesanggrahan,Suku Dinas Jakarta Selatan,11,0
Lapangan Sepakbola Sukatani Jagakarsa,Suku Dinas Jakarta Selatan,11,1962
Lapangan Sepakbola Jagakarsa,Suku Dinas Jakarta Selatan,11,2555
Gedung Serbaguna Semper Barat,Suku Dinas Jakarta Utara,11,2320
Lapangan Terbuka Muara Angke,Suku Dinas Jakarta Utara,11,1125
Lapangan Terbuka Rorotan,Suku Dinas Jakarta Utara,11,2980
Lapangan Terbuka Kalibaru,Suku Dinas Jakarta Utara,11,10115
Area Jogging Track Gelora Sunter,Suku Dinas Jakarta Utara,11,4554
Area Fitness Outdoor Gelora Sunter,Suku Dinas Jakarta Utara,11,1989
Area Parkir Depan Kolam Renang Sunter (Kegiatan SKJ),Suku Dinas Jakarta Utara,11,1527
Area Fasilitas Olahraga Rawa Badak,Suku Dinas Jakarta Utara,11,4812
Kolam Renang Sunter,Suku Dinas Jakarta Utara,11,4906
GOR Bulutangkis,Suku Dinas Jakarta Utara,11,2480
Gedung Serbaguna,Suku Dinas Jakarta Utara,11,6522
Stadion Sepakbola Sunter,Suku Dinas Jakarta Utara,11,225
Stadion Sepakbola Tugu,Suku Dinas Jakarta Utara,11,1220
Kolam Renang Rawa Badak,Suku Dinas Jakarta Utara,11,3204
Stadion Rawa Badak,Suku Dinas Jakarta Utara,11,1790
Lapangan Tenis Rawa Badak,Suku Dinas Jakarta Utara,11,555
Gedung Judo Kelapa Gading,Suku Dinas Jakarta Utara,11,2235
Fasilitas Olahraga Dayung Bahtera Jaya,Suku Dinas Jakarta Utara,11,1302
Fasilitas Olahraga Selancar Angin Bahtera Jaya,Suku Dinas Jakarta Utara,11,240
Fasilitas Olahraga Layar Bahtera Jaya,Suku Dinas Jakarta Utara,11,96
Stadion Kamal Muara,Suku Dinas Jakarta Utara,11,400
GOR Kamal Muara,Suku Dinas Jakarta Utara,11,800
GOR Bahtera Jaya,Suku Dinas Jakarta Utara,11,1550
Fasilitas Umum Milik Masyarakat,Suku Dinas Jakarta Utara,11,60321
Lapangan Sepakbola Setu,Suku Dinas Jakarta Timur,11,2887
Lapangan Sepakbola Klender,Suku Dinas Jakarta Timur,11,2114
Lapangan Sepakbola Cakung,Suku Dinas Jakarta Timur,11,5546
Lapangan Sepakbola Kramat Jati,Suku Dinas Jakarta Timur,11,0
Lapangan Sepakbola Gedong,Suku Dinas Jakarta Timur,11,3354
Lapangan Sepakbola Cijantung,Suku Dinas Jakarta Timur,11,2344
Lapangan Sepakbola Kelapa Dua Wetan,Suku Dinas Jakarta Timur,11,3778
Lapangan Sepakbola Cibubur,Suku Dinas Jakarta Timur,11,2344
Lapangan Sepakbola Lubang Buaya,Suku Dinas Jakarta Timur,11,4433
Lapangan Sepakbola Ceger,Suku Dinas Jakarta Timur,11,3776
GOR Perumnas Klender,Suku Dinas Jakarta Timur,11,3407
Tenis Indoor GOR Rawamangun,Suku Dinas Jakarta Timur,11,0
Tenis Outdoor GOR Rawamangun,Suku Dinas Jakarta Timur,11,0
Basket Outdoor GOR Rawamangun,Suku Dinas Jakarta Timur,11,0
Kolam Renang GOR Rawamangun,Suku Dinas Jakarta Timur,11,0
Stadion Atletik GOR Rawamangun,Suku Dinas Jakarta Timur,11,16247
Gedung Bulu Tangkis GOR Rawamangun,Suku Dinas Jakarta Timur,11,346
Gedung Squash GOR Rawamangun,Suku Dinas Jakarta Timur,11,0
Gedung Futsal GOR Rawamangun,Suku Dinas Jakarta Timur,11,2521
Lapangan Baseball GOR Rawamangun,Suku Dinas Jakarta Timur,11,450
Gedung KNPI GOR Rawamangun,Suku Dinas Jakarta Timur,11,1105
Stadion Bola Pulo Mas,Suku Dinas Jakarta Timur,11,0
Lapangan Panahan Pulo Mas,Suku Dinas Jakarta Timur,11,124
Gedung Voli Pondok Bambu,Suku Dinas Jakarta Timur,11,0
Stadion Bola Pondok Bambu,Suku Dinas Jakarta Timur,11,0
Tenis Outdoor Pondok Bambu,Suku Dinas Jakarta Timur,11,0
Gedung Senam Radin Inten,Suku Dinas Jakarta Timur,11,560
Wisma Atlet Radin Inten,Suku Dinas Jakarta Timur,11,50
Gedung Serba Guna Radin Inten,Suku Dinas Jakarta Timur,11,0
Stadion BMX,Suku Dinas Jakarta Timur,11,754
GOR Ciracas,Suku Dinas Jakarta Timur,11,4500
Stadion Sepakbola GOR Ciracas,Suku Dinas Jakarta Timur,11,2080
Kolam Renang GOR Ciracas,Suku Dinas Jakarta Timur,11,1410
Lapangan Terbuka GOR Ciracas,Suku Dinas Jakarta Timur,11,1200
Stadion Sepakbola Gongseng,Suku Dinas Jakarta Timur,11,270
 PPOP ,Pusat Pelatihan Olahraga Pelajar,11,0
Sudin Jakarta Pusat,Hari Bebas Kendaraan Bermotor,11,0
Sudin Jakarta Utara,Hari Bebas Kendaraan Bermotor,11,0
Sudin Jakarta Barat,Hari Bebas Kendaraan Bermotor,11,0
Sudin Jakarta Selatan,Hari Bebas Kendaraan Bermotor,11,0
Sudin Jakarta Timur,Hari Bebas Kendaraan Bermotor,11,0
Sudin Jakarta Pusat,RPTRA ,11,57301
Sudin Jakarta Utara,RPTRA ,11,0
Sudin Jakarta Barat,RPTRA ,11,0
Sudin Jakarta Selatan,RPTRA ,11,0
Sudin Jakarta Timur,RPTRA ,11,0
Sudin Jakarta Pusat,RUSUN ,11,0
Sudin Jakarta Utara,RUSUN ,11,0
Sudin Jakarta Barat,RUSUN ,11,0
Sudin Jakarta Selatan,RUSUN ,11,0
Sudin Jakarta Timur,RUSUN ,11,0
Senam Kesegaran Jasmani - Gedung Dispora,DISPORA PROVINSI ,11,0
Senam Kesegaran Jasmani - Gedung Dinas Kehutanan,DISPORA PROVINSI ,11,0
Senam Kesegaran Jasmani - Gedung Dinas Perumahan,DISPORA PROVINSI ,11,0
Formi Jakarta Timur,DISPORA PROVINSI ,11,0
Formi Jakarta Selatan,DISPORA PROVINSI ,11,0
Formi Jakarta Utara,DISPORA PROVINSI ,11,0
Formi Jakarta Barat,DISPORA PROVINSI ,11,0
Formi Jakarta Pusat,DISPORA PROVINSI ,11,0
NPC - Rawamangun,DISPORA PROVINSI ,11,0
NPC - Ragunan,DISPORA PROVINSI ,11,0
NPC - Paraswim,DISPORA PROVINSI ,11,0
HBKB Jln Sudirman,DISPORA PROVINSI ,11,0
Jumlah Masyarakat berolahraga,DISPORA PROVINSI ,11,0
Suku Dinas Jakarta Pusat,Suku Dinas Jakarta Pusat,11,0
Suku Dinas Jakarta Utara,Suku Dinas Jakarta Utara,11,0
Suku Dinas Jakarta Barat,Suku Dinas Jakarta Barat,11,0
Suku Dinas Jakarta Selatan,Suku Dinas Jakarta Selatan,11,0
Suku Dinas Jakarta Timur,Suku Dinas Jakarta Timur,11,0
Gelanggang Remaja Jakarta Pusat,Jakarta Pusat,12,625
Gedung Olahraga Gelanggang Remaja Jakarta Pusat,Jakarta Pusat,12,1786
Kolam Renang Gelanggang Remaja Jakarta Pusat,Jakarta Pusat,12,840
Gedung Auditorium Kebon Jahe Tanah Abang,Jakarta Pusat,12,2700
Gelanggang Remaja Kecamatan Tanah Abang,Jakarta Pusat,12,4732
Gelanggang Remaja Kecamatan Kemayoran,Jakarta Pusat,12,1565
Gelanggang Remaja Kecamatan Sawah Besar,Jakarta Pusat,12,760
Gelanggang Remaja Kecamatan Johar Baru,Jakarta Pusat,12,2867
Gelanggang Remaja Kecamatan Cempaka Putih,Jakarta Pusat,12,5337
Stadion Sepak Bola Banteng,Jakarta Pusat,12,7065
Gedung Olahraga Tenis Meja,Jakarta Pusat,12,1600
Kolam Renang Kebon Jahe Tanah Abang,Jakarta Pusat,12,1595
Gedung Olahraga Kemakmuran,Jakarta Pusat,12,1586
Stadion Sepak Bola V I J,Jakarta Pusat,12,1110
Kolam Renang Gelanggang Remaja Jakarta Barat,Jakarta Barat,12,6880
Gedung Auditorium Jakarta Barat,Jakarta Barat,12,5744
Gedung Olahraga Jakarta Barat,Jakarta Barat,12,5575
GR Kecamatan Kalideres,Jakarta Barat,12,2535
GR Kecamatan Kembangan,Jakarta Barat,12,645
GR Kecamatan Kebon Jeruk,Jakarta Barat,12,2725
GR Kecamatan Tambora,Jakarta Barat,12,4334
GR Kecamatan Grogol Petamburan,Jakarta Barat,12,10554
GR Kecamatan Palmerah,Jakarta Barat,12,2472
Gedung Olahraga,Jakarta Selatan,12,40952
Gedung Pertunjukan,Jakarta Selatan,12,19590
Kolam Renang,Jakarta Selatan,12,42446
Gedung Bridge,Jakarta Selatan,12,17590
Stadion Bola PSPI Tebet,Jakarta Selatan,12,64928
Lapangan Tenis,Jakarta Selatan,12,19225
GR Kecamatan Tebet,Jakarta Selatan,12,21903
GR Kecamatan Kebayoran Lama,Jakarta Selatan,12,11600
GR Kecamatan Kebayoran Baru,Jakarta Selatan,12,21753
GR Kecamatan Pesanggrahan,Jakarta Selatan,12,23505
GR Kecamatan Mampang Prapatan,Jakarta Selatan,12,11892
GR Kecamatan Jagakarsa,Jakarta Selatan,12,3172
GR Kecamatan Pasar Minggu,Jakarta Selatan,12,35094
Wisma Atlet,Jakarta Selatan,12,641
Gedung Olahraga,Jakarta Utara,12,298794
GR Kecamatan Tanjung Priok,Jakarta Utara,12,5309
GR Kecamatan Cilincing,Jakarta Utara,12,171602
GR Kecamatan Kelapa Gading,Jakarta Utara,12,3633
Kolam Renang,Jakarta Utara,12,9346
Gedung Auditorium,Jakarta Utara,12,8180
GR Kecamatan Koja,Jakarta Utara,12,7104
Area Halaman GRJU,Jakarta Utara,12,22418
Gedung Auditorium,Jakarta Timur,12,74360
Gedung Olahraga,Jakarta Timur,12,14760
Kolam Renang,Jakarta Timur,12,30534
GR Kecamatan Jatinegara,Jakarta Timur,12,87411
GR Kecamatan Pulogadung,Jakarta Timur,12,102456
GR Kecamatan Pasar Rebo,Jakarta Timur,12,21371
GR Kecamatan Cipayung,Jakarta Timur,12,20830
GR Kecamatan Kramat Jati,Jakarta Timur,12,50608
GR Kecamatan Makasar,Jakarta Timur,12,43615
GR Kecamatan Duren Sawit,Jakarta Timur,12,14702
GR Kecamatan Cakung,Jakarta Timur,12,26399
GR Kecamatan Matraman,Jakarta Timur,12,0
GR Kecamatan Ciracas,Jakarta Timur,12,68570
Sekretariat,Jakarta Timur,12,13580
GOR PKP,Jakarta Timur,12,22707
Lapangan Terbuka Karet Tengsin,Suku Dinas Jakarta Pusat,12,0
Lapangan Terbuka Pors Serdang,Suku Dinas Jakarta Pusat,12,0
Lapangan Terbuka Pejompongan,Suku Dinas Jakarta Pusat,12,0
Lapangan Bulutangkis Komp,Suku Dinas Jakarta Barat,12,3212
Lapangan Bola Voli Pedongkelan,Suku Dinas Jakarta Barat,12,628
Lapangan Bulutangkis Rawa Melati,Suku Dinas Jakarta Barat,12,1127
Lapangan Bola Voli Kamp,Suku Dinas Jakarta Barat,12,758
Lapangan Basket Cengkareng Timur,Suku Dinas Jakarta Barat,12,1264
Lapangan Sepakbola Pegadungan,Suku Dinas Jakarta Barat,12,3102
Lapangan Sepakbola Semanan,Suku Dinas Jakarta Barat,12,3487
Lapangan Sepakbola Srengseng,Suku Dinas Jakarta Barat,12,1304
Lapangan Sepakbola Kedoya,Suku Dinas Jakarta Barat,12,653
Lapangan Sepakbola Kebon Jeruk,Suku Dinas Jakarta Barat,12,655
Lapangan Sepakbola Persima,Suku Dinas Jakarta Barat,12,3679
Lapangan Sepakbola Wijaya Kusuma,Suku Dinas Jakarta Barat,12,1863
Lapangan Terbuka Jatipulo Palmerah,Suku Dinas Jakarta Barat,12,1444
Gedung Bulutangkis GOR Cendrawasih,Suku Dinas Jakarta Barat,12,1650
Gedung Asrama Atlet GOR Cendrawasih,Suku Dinas Jakarta Barat,12,65
Gedung Serbaguna GOR Cendrawasih,Suku Dinas Jakarta Barat,12,1650
Lapangan Tenis GOR Cendrawasih,Suku Dinas Jakarta Barat,12,627
Lapangan Tenis/Futsal GOR Cendrawasih,Suku Dinas Jakarta Barat,12,765
Stadion Terbuka Taman Sari,Suku Dinas Jakarta Barat,12,1177
Stadion Sepakbola GOR Cendrawasih,Suku Dinas Jakarta Barat,12,8250
Lapangan Basket GOR Soemantri Brodjonegoro,Suku Dinas Jakarta Selatan,12,11008
Lapangan Bulutangkis GOR Soemantri Brodjonegoro,Suku Dinas Jakarta Selatan,12,3296
Lapangan Voli GOR Soemantri Brodjonegoro,Suku Dinas Jakarta Selatan,12,3556
Fitness Center GOR Soemantri Brodjonegoro,Suku Dinas Jakarta Selatan,12,1961
Kolam Renang GOR Soemantri Brodjonegoro,Suku Dinas Jakarta Selatan,12,15814
Stadion GOR Soemantri Brodjonegoro,Suku Dinas Jakarta Selatan,12,24850
Lapangan Sepakbola Dalam GOR Soemantri Brodjonegoro,Suku Dinas Jakarta Selatan,12,17540
Lapangan Sepakbola Luar GOR Soemantri Brodjonegoro,Suku Dinas Jakarta Selatan,12,2160
Plaza GOR Soemantri Brodjonegoro,Suku Dinas Jakarta Selatan,12,19007
Lapangan Sepakbola Blok S Kebayoran Baru,Suku Dinas Jakarta Selatan,12,10350
Lapangan Sepakbola Ahmad Yani Kebayoran Lama,Suku Dinas Jakarta Selatan,12,0
Lapangan Sepakbola Kebagusan Pasar Minggu,Suku Dinas Jakarta Selatan,12,2795
Lapangan Sepakbola Deppen Pesanggrahan,Suku Dinas Jakarta Selatan,12,0
Lapangan Sepakbola Sukatani Jagakarsa,Suku Dinas Jakarta Selatan,12,968
Lapangan Sepakbola Jagakarsa,Suku Dinas Jakarta Selatan,12,2195
Gedung Serbaguna Semper Barat,Suku Dinas Jakarta Utara,12,2303
Lapangan Terbuka Muara Angke,Suku Dinas Jakarta Utara,12,1157
Lapangan Terbuka Rorotan,Suku Dinas Jakarta Utara,12,2893
Lapangan Terbuka Kalibaru,Suku Dinas Jakarta Utara,12,1522
Area Jogging Track Gelora Sunter,Suku Dinas Jakarta Utara,12,4355
Area Fitness Outdoor Gelora Sunter,Suku Dinas Jakarta Utara,12,1921
Area Parkir Depan Kolam Renang Sunter (Kegiatan SKJ),Suku Dinas Jakarta Utara,12,1277
Area Fasilitas Olahraga Rawa Badak,Suku Dinas Jakarta Utara,12,8921
Kolam Renang Sunter,Suku Dinas Jakarta Utara,12,2458
GOR Bulutangkis,Suku Dinas Jakarta Utara,12,4661
Gedung Serbaguna,Suku Dinas Jakarta Utara,12,231
Stadion Sepakbola Sunter,Suku Dinas Jakarta Utara,12,1287
Stadion Sepakbola Tugu,Suku Dinas Jakarta Utara,12,3101
Kolam Renang Rawa Badak,Suku Dinas Jakarta Utara,12,4221
Stadion Rawa Badak,Suku Dinas Jakarta Utara,12,1776
Lapangan Tenis Rawa Badak,Suku Dinas Jakarta Utara,12,630
Gedung Judo Kelapa Gading,Suku Dinas Jakarta Utara,12,2359
Fasilitas Olahraga Dayung Bahtera Jaya,Suku Dinas Jakarta Utara,12,1302
Fasilitas Olahraga Selancar Angin Bahtera Jaya,Suku Dinas Jakarta Utara,12,240
Fasilitas Olahraga Layar Bahtera Jaya,Suku Dinas Jakarta Utara,12,96
Stadion Kamal Muara,Suku Dinas Jakarta Utara,12,1975
GOR Kamal Muara,Suku Dinas Jakarta Utara,12,1360
GOR Bahtera Jaya,Suku Dinas Jakarta Utara,12,6345
Fasilitas Umum Milik Masyarakat,Suku Dinas Jakarta Utara,12,61552
Lapangan Sepakbola Setu,Suku Dinas Jakarta Timur,12,0
Lapangan Sepakbola Klender,Suku Dinas Jakarta Timur,12,0
Lapangan Sepakbola Cakung,Suku Dinas Jakarta Timur,12,0
Lapangan Sepakbola Kramat Jati,Suku Dinas Jakarta Timur,12,0
Lapangan Sepakbola Gedong,Suku Dinas Jakarta Timur,12,0
Lapangan Sepakbola Cijantung,Suku Dinas Jakarta Timur,12,0
Lapangan Sepakbola Kelapa Dua Wetan,Suku Dinas Jakarta Timur,12,0
Lapangan Sepakbola Cibubur,Suku Dinas Jakarta Timur,12,0
Lapangan Sepakbola Lubang Buaya,Suku Dinas Jakarta Timur,12,0
Lapangan Sepakbola Ceger,Suku Dinas Jakarta Timur,12,0
GOR Perumnas Klender,Suku Dinas Jakarta Timur,12,0
Tenis Indoor GOR Rawamangun,Suku Dinas Jakarta Timur,12,0
Tenis Outdoor GOR Rawamangun,Suku Dinas Jakarta Timur,12,0
Basket Outdoor GOR Rawamangun,Suku Dinas Jakarta Timur,12,0
Kolam Renang GOR Rawamangun,Suku Dinas Jakarta Timur,12,0
Stadion Atletik GOR Rawamangun,Suku Dinas Jakarta Timur,12,0
Gedung Bulu Tangkis GOR Rawamangun,Suku Dinas Jakarta Timur,12,0
Gedung Squash GOR Rawamangun,Suku Dinas Jakarta Timur,12,0
Gedung Futsal GOR Rawamangun,Suku Dinas Jakarta Timur,12,0
Lapangan Baseball GOR Rawamangun,Suku Dinas Jakarta Timur,12,0
Gedung KNPI GOR Rawamangun,Suku Dinas Jakarta Timur,12,0
Stadion Bola Pulo Mas,Suku Dinas Jakarta Timur,12,0
Lapangan Panahan Pulo Mas,Suku Dinas Jakarta Timur,12,0
Gedung Voli Pondok Bambu,Suku Dinas Jakarta Timur,12,0
Stadion Bola Pondok Bambu,Suku Dinas Jakarta Timur,12,0
Tenis Outdoor Pondok Bambu,Suku Dinas Jakarta Timur,12,0
Gedung Senam Radin Inten,Suku Dinas Jakarta Timur,12,0
Wisma Atlet Radin Inten,Suku Dinas Jakarta Timur,12,0
Gedung Serba Guna Radin Inten,Suku Dinas Jakarta Timur,12,0
Stadion BMX,Suku Dinas Jakarta Timur,12,0
GOR Ciracas,Suku Dinas Jakarta Timur,12,0
Stadion Sepakbola GOR Ciracas,Suku Dinas Jakarta Timur,12,0
Kolam Renang GOR Ciracas,Suku Dinas Jakarta Timur,12,0
Lapangan Terbuka GOR Ciracas,Suku Dinas Jakarta Timur,12,0
Stadion Sepakbola Gongseng,Suku Dinas Jakarta Timur,12,0
 PPOP ,Pusat Pelatihan Olahraga Pelajar,12,101332
Sudin Jakarta Pusat,Hari Bebas Kendaraan Bermotor,12,0
Sudin Jakarta Utara,Hari Bebas Kendaraan Bermotor,12,0
Sudin Jakarta Barat,Hari Bebas Kendaraan Bermotor,12,0
Sudin Jakarta Selatan,Hari Bebas Kendaraan Bermotor,12,0
Sudin Jakarta Timur,Hari Bebas Kendaraan Bermotor,12,0
Sudin Jakarta Pusat,RPTRA ,12,59774
Sudin Jakarta Utara,RPTRA ,12,0
Sudin Jakarta Barat,RPTRA ,12,0
Sudin Jakarta Selatan,RPTRA ,12,0
Sudin Jakarta Timur,RPTRA ,12,0
Sudin Jakarta Pusat,RUSUN ,12,0
Sudin Jakarta Utara,RUSUN ,12,0
Sudin Jakarta Barat,RUSUN ,12,0
Sudin Jakarta Selatan,RUSUN ,12,0
Sudin Jakarta Timur,RUSUN ,12,0
Senam Kesegaran Jasmani - Gedung Dispora,DISPORA PROVINSI ,12,0
Senam Kesegaran Jasmani - Gedung Dinas Kehutanan,DISPORA PROVINSI ,12,0
Senam Kesegaran Jasmani - Gedung Dinas Perumahan,DISPORA PROVINSI ,12,0
Formi Jakarta Timur,DISPORA PROVINSI ,12,0
Formi Jakarta Selatan,DISPORA PROVINSI ,12,0
Formi Jakarta Utara,DISPORA PROVINSI ,12,0
Formi Jakarta Barat,DISPORA PROVINSI ,12,0
Formi Jakarta Pusat,DISPORA PROVINSI ,12,0
NPC - Rawamangun,DISPORA PROVINSI ,12,0
NPC - Ragunan,DISPORA PROVINSI ,12,0
NPC - Paraswim,DISPORA PROVINSI ,12,0
HBKB Jln Sudirman,DISPORA PROVINSI ,12,0
Jumlah Masyarakat berolahraga,DISPORA PROVINSI ,12,0
Suku Dinas Jakarta Pusat,Suku Dinas Jakarta Pusat,12,1828
Suku Dinas Jakarta Utara,Suku Dinas Jakarta Utara,12,0
Suku Dinas Jakarta Barat,Suku Dinas Jakarta Barat,12,0
Suku Dinas Jakarta Selatan,Suku Dinas Jakarta Selatan,12,0
Suku Dinas Jakarta Timur,Suku Dinas Jakarta Timur,12,0
